,mid,items_radiant,items_dire
1140,1140,77.0,77.0
1141,1141,65.0,78.0
1142,1142,78.0,80.0
1143,1143,54.0,59.0
1144,1144,75.0,56.0
1145,1145,63.0,45.0
1146,1146,86.0,69.0
1147,1147,58.0,77.0
1148,1148,69.0,70.0
1149,1149,51.0,53.0
1150,1150,69.0,81.0
1151,1151,72.0,64.0
1152,1152,54.0,59.0
1153,1153,60.0,67.0
1154,1154,71.0,73.0
1155,1155,73.0,73.0
1156,1156,81.0,58.0
1157,1157,52.0,76.0
1158,1158,65.0,87.0
1159,1159,63.0,78.0
1160,1160,71.0,70.0
1161,1161,64.0,40.0
1162,1162,67.0,65.0
1163,1163,58.0,62.0
1164,1164,60.0,83.0
1165,1165,61.0,55.0
1166,1166,61.0,67.0
1167,1167,53.0,75.0
1168,1168,60.0,60.0
1169,1169,74.0,54.0
1170,1170,90.0,100.0
1171,1171,56.0,61.0
1172,1172,68.0,71.0
1173,1173,57.0,69.0
1174,1174,72.0,70.0
1175,1175,67.0,63.0
1176,1176,79.0,60.0
1177,1177,67.0,67.0
1178,1178,78.0,77.0
1179,1179,76.0,73.0
1180,1180,54.0,59.0
1181,1181,50.0,55.0
1182,1182,71.0,75.0
1183,1183,80.0,92.0
1184,1184,52.0,66.0
1185,1185,64.0,49.0
1186,1186,85.0,57.0
1187,1187,75.0,80.0
1188,1188,70.0,67.0
1189,1189,85.0,59.0
1190,1190,86.0,68.0
1191,1191,64.0,92.0
1192,1192,46.0,71.0
1193,1193,76.0,78.0
1194,1194,66.0,75.0
1195,1195,59.0,74.0
1196,1196,64.0,69.0
1197,1197,60.0,58.0
1198,1198,60.0,66.0
1199,1199,67.0,68.0
1200,1200,61.0,60.0
1201,1201,70.0,72.0
1202,1202,54.0,66.0
1203,1203,65.0,53.0
1204,1204,85.0,77.0
1205,1205,63.0,73.0
1206,1206,65.0,55.0
1207,1207,57.0,64.0
1208,1208,60.0,46.0
1209,1209,80.0,82.0
1210,1210,79.0,84.0
1211,1211,61.0,52.0
1212,1212,54.0,59.0
1213,1213,61.0,51.0
1214,1214,52.0,59.0
1215,1215,65.0,66.0
1216,1216,46.0,57.0
1217,1217,45.0,63.0
1218,1218,72.0,77.0
1219,1219,81.0,66.0
1220,1220,58.0,64.0
1221,1221,63.0,45.0
1222,1222,60.0,60.0
1223,1223,53.0,74.0
1224,1224,66.0,81.0
1225,1225,66.0,82.0
1226,1226,73.0,67.0
1227,1227,64.0,75.0
1228,1228,69.0,70.0
1229,1229,64.0,56.0
1230,1230,58.0,72.0
1231,1231,63.0,67.0
1232,1232,81.0,89.0
1233,1233,59.0,77.0
1234,1234,79.0,69.0
1235,1235,63.0,75.0
1236,1236,60.0,54.0
1237,1237,70.0,84.0
1238,1238,76.0,66.0
1239,1239,62.0,72.0
1240,1240,64.0,72.0
1241,1241,63.0,72.0
1242,1242,69.0,71.0
1243,1243,62.0,81.0
1244,1244,60.0,57.0
1245,1245,64.0,83.0
1246,1246,80.0,52.0
1247,1247,64.0,58.0
1248,1248,73.0,76.0
1249,1249,72.0,74.0
1250,1250,49.0,70.0
1251,1251,67.0,76.0
1252,1252,53.0,40.0
1253,1253,56.0,72.0
1254,1254,64.0,48.0
1255,1255,65.0,77.0
1256,1256,69.0,57.0
1257,1257,64.0,76.0
1258,1258,64.0,78.0
1259,1259,49.0,66.0
1260,1260,58.0,52.0
1261,1261,70.0,77.0
1262,1262,65.0,66.0
1263,1263,61.0,52.0
1264,1264,60.0,61.0
1265,1265,57.0,76.0
1266,1266,51.0,63.0
1267,1267,57.0,68.0
1268,1268,53.0,63.0
1269,1269,66.0,63.0
1270,1270,48.0,70.0
1271,1271,56.0,62.0
1272,1272,76.0,64.0
1273,1273,72.0,91.0
1274,1274,66.0,77.0
1275,1275,54.0,76.0
1276,1276,74.0,71.0
1277,1277,70.0,75.0
1278,1278,67.0,63.0
1279,1279,68.0,67.0
1280,1280,72.0,79.0
1281,1281,62.0,56.0
1282,1282,80.0,59.0
1283,1283,65.0,75.0
1284,1284,65.0,65.0
1285,1285,63.0,55.0
1286,1286,53.0,68.0
1287,1287,81.0,86.0
1288,1288,67.0,52.0
1289,1289,63.0,58.0
1290,1290,76.0,65.0
1291,1291,64.0,64.0
1292,1292,65.0,64.0
1293,1293,61.0,55.0
1294,1294,65.0,67.0
1295,1295,72.0,54.0
1296,1296,61.0,57.0
1297,1297,58.0,67.0
1298,1298,56.0,58.0
1299,1299,70.0,57.0
1300,1300,67.0,62.0
1301,1301,90.0,65.0
1302,1302,60.0,70.0
1303,1303,81.0,71.0
1304,1304,72.0,73.0
1305,1305,72.0,65.0
1306,1306,66.0,75.0
1307,1307,76.0,70.0
1308,1308,78.0,71.0
1309,1309,60.0,66.0
1310,1310,72.0,57.0
1311,1311,73.0,71.0
1312,1312,62.0,65.0
1313,1313,60.0,62.0
1314,1314,61.0,73.0
1315,1315,48.0,48.0
1316,1316,83.0,58.0
1317,1317,59.0,79.0
1318,1318,63.0,70.0
1319,1319,40.0,56.0
1320,1320,61.0,66.0
1321,1321,57.0,67.0
1322,1322,52.0,58.0
1323,1323,70.0,66.0
1324,1324,62.0,48.0
1325,1325,96.0,72.0
1326,1326,62.0,63.0
1327,1327,79.0,61.0
1328,1328,57.0,59.0
1329,1329,64.0,65.0
1330,1330,77.0,68.0
1331,1331,68.0,54.0
1332,1332,85.0,69.0
1333,1333,63.0,80.0
1334,1334,78.0,63.0
1335,1335,58.0,70.0
1336,1336,64.0,65.0
1337,1337,65.0,71.0
1338,1338,61.0,55.0
1339,1339,57.0,66.0
1340,1340,77.0,58.0
1341,1341,42.0,58.0
1342,1342,70.0,80.0
1343,1343,67.0,55.0
1344,1344,53.0,46.0
1345,1345,87.0,73.0
1346,1346,49.0,53.0
1347,1347,79.0,87.0
1348,1348,77.0,69.0
1349,1349,68.0,67.0
1350,1350,60.0,81.0
1351,1351,57.0,61.0
1352,1352,66.0,72.0
1353,1353,66.0,68.0
1354,1354,63.0,69.0
1355,1355,88.0,71.0
1356,1356,60.0,66.0
1357,1357,57.0,69.0
1358,1358,60.0,52.0
1359,1359,63.0,41.0
1360,1360,51.0,54.0
1361,1361,63.0,64.0
1362,1362,70.0,72.0
1363,1363,75.0,79.0
1364,1364,77.0,54.0
1365,1365,69.0,60.0
1366,1366,61.0,54.0
1367,1367,73.0,68.0
1368,1368,55.0,74.0
1369,1369,76.0,67.0
1370,1370,51.0,60.0
1371,1371,60.0,59.0
1372,1372,55.0,56.0
1373,1373,54.0,61.0
1374,1374,67.0,79.0
1375,1375,56.0,78.0
1376,1376,55.0,74.0
1377,1377,63.0,57.0
1378,1378,70.0,72.0
1379,1379,61.0,56.0
1380,1380,76.0,69.0
1381,1381,53.0,87.0
1382,1382,68.0,60.0
1383,1383,57.0,52.0
1384,1384,69.0,63.0
1385,1385,65.0,67.0
1386,1386,71.0,67.0
1387,1387,65.0,63.0
1388,1388,54.0,82.0
1389,1389,84.0,75.0
1390,1390,72.0,52.0
1391,1391,70.0,72.0
1392,1392,69.0,61.0
1393,1393,78.0,65.0
1394,1394,65.0,74.0
1395,1395,76.0,89.0
1396,1396,84.0,69.0
1397,1397,69.0,61.0
1398,1398,53.0,63.0
1399,1399,76.0,58.0
1400,1400,69.0,50.0
1401,1401,81.0,87.0
1402,1402,66.0,50.0
1403,1403,66.0,81.0
1404,1404,61.0,51.0
1405,1405,66.0,58.0
1406,1406,87.0,60.0
1407,1407,62.0,55.0
1408,1408,60.0,59.0
1409,1409,75.0,64.0
1410,1410,70.0,70.0
1411,1411,62.0,68.0
1412,1412,51.0,60.0
1413,1413,74.0,48.0
1414,1414,62.0,65.0
1415,1415,79.0,73.0
1416,1416,80.0,67.0
1417,1417,71.0,64.0
1418,1418,64.0,63.0
1419,1419,64.0,70.0
1420,1420,71.0,69.0
1421,1421,59.0,70.0
1422,1422,58.0,60.0
1423,1423,59.0,63.0
1424,1424,73.0,70.0
1425,1425,61.0,51.0
1426,1426,68.0,50.0
1427,1427,74.0,69.0
1428,1428,68.0,56.0
1429,1429,49.0,77.0
1430,1430,62.0,81.0
1431,1431,46.0,58.0
1432,1432,81.0,62.0
1433,1433,66.0,51.0
1434,1434,68.0,69.0
1435,1435,88.0,64.0
1436,1436,62.0,91.0
1437,1437,65.0,50.0
1438,1438,63.0,70.0
1439,1439,64.0,73.0
1440,1440,74.0,64.0
1441,1441,71.0,67.0
1442,1442,69.0,65.0
1443,1443,77.0,69.0
1444,1444,74.0,81.0
1445,1445,61.0,64.0
1446,1446,60.0,64.0
1447,1447,60.0,64.0
1448,1448,82.0,67.0
1449,1449,82.0,66.0
1450,1450,59.0,71.0
1451,1451,49.0,70.0
1452,1452,48.0,53.0
1453,1453,63.0,64.0
1454,1454,78.0,72.0
1455,1455,53.0,70.0
1456,1456,63.0,68.0
1457,1457,94.0,76.0
1458,1458,53.0,74.0
1459,1459,79.0,78.0
1460,1460,49.0,65.0
1461,1461,75.0,73.0
1462,1462,65.0,55.0
1463,1463,64.0,84.0
1464,1464,61.0,67.0
1465,1465,64.0,68.0
1466,1466,87.0,72.0
1467,1467,72.0,73.0
1468,1468,68.0,77.0
1469,1469,69.0,61.0
1470,1470,44.0,71.0
1471,1471,74.0,79.0
1472,1472,67.0,65.0
1473,1473,82.0,67.0
1474,1474,70.0,80.0
1475,1475,64.0,51.0
1476,1476,69.0,61.0
1477,1477,58.0,65.0
1478,1478,71.0,88.0
1479,1479,57.0,63.0
1480,1480,53.0,53.0
1481,1481,77.0,87.0
1482,1482,64.0,78.0
1483,1483,70.0,67.0
1484,1484,64.0,63.0
1485,1485,64.0,85.0
1486,1486,54.0,68.0
1487,1487,83.0,64.0
1488,1488,71.0,73.0
1489,1489,63.0,66.0
1490,1490,58.0,52.0
1491,1491,59.0,51.0
1492,1492,46.0,74.0
1493,1493,73.0,64.0
1494,1494,52.0,54.0
1495,1495,89.0,82.0
1496,1496,52.0,57.0
1497,1497,66.0,57.0
1498,1498,75.0,67.0
1499,1499,77.0,55.0
1500,1500,75.0,54.0
1501,1501,55.0,47.0
1502,1502,83.0,89.0
1503,1503,74.0,60.0
1504,1504,59.0,52.0
1505,1505,50.0,59.0
1506,1506,62.0,71.0
1507,1507,73.0,86.0
1508,1508,69.0,76.0
1509,1509,69.0,76.0
1510,1510,62.0,46.0
1511,1511,84.0,66.0
1512,1512,55.0,60.0
1513,1513,77.0,57.0
1514,1514,64.0,70.0
1515,1515,48.0,62.0
1516,1516,68.0,84.0
1517,1517,71.0,74.0
1518,1518,75.0,64.0
1519,1519,67.0,87.0
1520,1520,63.0,80.0
1521,1521,64.0,63.0
1522,1522,60.0,61.0
1523,1523,84.0,77.0
1524,1524,75.0,68.0
1525,1525,86.0,62.0
1526,1526,69.0,79.0
1527,1527,73.0,60.0
1528,1528,55.0,74.0
1529,1529,62.0,65.0
1530,1530,67.0,65.0
1531,1531,67.0,75.0
1532,1532,57.0,41.0
1533,1533,66.0,74.0
1534,1534,63.0,60.0
1535,1535,66.0,55.0
1536,1536,76.0,64.0
1537,1537,61.0,65.0
1538,1538,67.0,64.0
1539,1539,54.0,58.0
1540,1540,42.0,57.0
1541,1541,87.0,75.0
1542,1542,66.0,57.0
1543,1543,54.0,67.0
1544,1544,50.0,46.0
1545,1545,83.0,58.0
1546,1546,57.0,61.0
1547,1547,66.0,61.0
1548,1548,51.0,66.0
1549,1549,65.0,66.0
1550,1550,77.0,49.0
1551,1551,73.0,61.0
1552,1552,62.0,79.0
1553,1553,77.0,77.0
1554,1554,63.0,51.0
1555,1555,42.0,66.0
1556,1556,57.0,53.0
1557,1557,47.0,67.0
1558,1558,68.0,67.0
1559,1559,65.0,61.0
1560,1560,65.0,67.0
1561,1561,60.0,80.0
1562,1562,64.0,67.0
1563,1563,68.0,52.0
1564,1564,71.0,77.0
1565,1565,61.0,71.0
1566,1566,74.0,48.0
1567,1567,68.0,57.0
1568,1568,75.0,64.0
1569,1569,69.0,60.0
1570,1570,58.0,51.0
1571,1571,78.0,83.0
1572,1572,61.0,71.0
1573,1573,48.0,70.0
1574,1574,73.0,56.0
1575,1575,62.0,81.0
1576,1576,73.0,83.0
1577,1577,50.0,51.0
1578,1578,66.0,64.0
1579,1579,63.0,59.0
1580,1580,89.0,79.0
1581,1581,66.0,69.0
1582,1582,50.0,71.0
1583,1583,80.0,70.0
1584,1584,77.0,67.0
1585,1585,63.0,66.0
1586,1586,57.0,74.0
1587,1587,63.0,67.0
1588,1588,68.0,76.0
1589,1589,72.0,69.0
1590,1590,54.0,69.0
1591,1591,64.0,74.0
1592,1592,74.0,78.0
1593,1593,75.0,69.0
1594,1594,70.0,69.0
1595,1595,72.0,58.0
1596,1596,64.0,69.0
1597,1597,77.0,78.0
1598,1598,57.0,63.0
1599,1599,51.0,64.0
1600,1600,71.0,70.0
1601,1601,57.0,37.0
1602,1602,50.0,62.0
1603,1603,49.0,70.0
1604,1604,66.0,54.0
1605,1605,52.0,51.0
1606,1606,56.0,58.0
1607,1607,80.0,58.0
1608,1608,52.0,62.0
1609,1609,78.0,66.0
1610,1610,61.0,46.0
1611,1611,69.0,63.0
1612,1612,53.0,59.0
1613,1613,81.0,73.0
1614,1614,67.0,75.0
1615,1615,73.0,63.0
1616,1616,64.0,76.0
1617,1617,59.0,55.0
1618,1618,82.0,77.0
1619,1619,64.0,57.0
1620,1620,57.0,63.0
1621,1621,71.0,79.0
1622,1622,78.0,61.0
1623,1623,64.0,79.0
1624,1624,59.0,51.0
1625,1625,56.0,39.0
1626,1626,73.0,58.0
1627,1627,68.0,50.0
1628,1628,65.0,65.0
1629,1629,72.0,55.0
1630,1630,80.0,49.0
1631,1631,79.0,77.0
1632,1632,72.0,62.0
1633,1633,73.0,65.0
1634,1634,67.0,77.0
1635,1635,62.0,67.0
1636,1636,52.0,43.0
1637,1637,69.0,77.0
1638,1638,64.0,63.0
1639,1639,64.0,60.0
1640,1640,70.0,65.0
1641,1641,67.0,72.0
1642,1642,75.0,66.0
1643,1643,57.0,53.0
1644,1644,83.0,71.0
1645,1645,59.0,52.0
1646,1646,72.0,60.0
1647,1647,58.0,45.0
1648,1648,55.0,63.0
1649,1649,61.0,62.0
1650,1650,77.0,63.0
1651,1651,57.0,47.0
1652,1652,75.0,67.0
1653,1653,62.0,56.0
1654,1654,91.0,65.0
1655,1655,70.0,80.0
1656,1656,82.0,67.0
1657,1657,56.0,60.0
1658,1658,60.0,67.0
1659,1659,69.0,61.0
1660,1660,60.0,51.0
1661,1661,64.0,56.0
1662,1662,69.0,64.0
1663,1663,58.0,57.0
1664,1664,58.0,86.0
1665,1665,80.0,71.0
1666,1666,52.0,63.0
1667,1667,79.0,41.0
1668,1668,68.0,62.0
1669,1669,79.0,65.0
1670,1670,56.0,64.0
1671,1671,56.0,58.0
1672,1672,63.0,53.0
1673,1673,67.0,66.0
1674,1674,96.0,88.0
1675,1675,62.0,67.0
1676,1676,55.0,73.0
1677,1677,86.0,98.0
1678,1678,66.0,68.0
1679,1679,64.0,65.0
1680,1680,58.0,66.0
1681,1681,69.0,73.0
1682,1682,77.0,79.0
1683,1683,82.0,67.0
1684,1684,70.0,57.0
1685,1685,71.0,65.0
1686,1686,65.0,61.0
1687,1687,64.0,63.0
1688,1688,66.0,49.0
1689,1689,48.0,52.0
1690,1690,69.0,62.0
1691,1691,56.0,65.0
1692,1692,50.0,67.0
1693,1693,67.0,52.0
1694,1694,65.0,80.0
1695,1695,73.0,63.0
1696,1696,74.0,69.0
1697,1697,71.0,61.0
1698,1698,54.0,63.0
1699,1699,71.0,65.0
1700,1700,74.0,69.0
1701,1701,70.0,60.0
1702,1702,68.0,66.0
1703,1703,78.0,80.0
1704,1704,57.0,60.0
1705,1705,83.0,80.0
1706,1706,73.0,38.0
1707,1707,60.0,58.0
1708,1708,70.0,61.0
1709,1709,67.0,72.0
1710,1710,48.0,56.0
1711,1711,49.0,55.0
1712,1712,56.0,63.0
1713,1713,53.0,58.0
1714,1714,59.0,70.0
1715,1715,56.0,77.0
1716,1716,56.0,51.0
1717,1717,65.0,80.0
1718,1718,71.0,68.0
1719,1719,61.0,59.0
1720,1720,61.0,68.0
1721,1721,82.0,72.0
1722,1722,67.0,71.0
1723,1723,63.0,62.0
1724,1724,60.0,59.0
1725,1725,70.0,63.0
1726,1726,76.0,85.0
1727,1727,72.0,70.0
1728,1728,54.0,66.0
1729,1729,64.0,75.0
1730,1730,57.0,53.0
1731,1731,87.0,64.0
1732,1732,49.0,83.0
1733,1733,69.0,65.0
1734,1734,75.0,52.0
1735,1735,59.0,57.0
1736,1736,60.0,50.0
1737,1737,86.0,82.0
1738,1738,61.0,65.0
1739,1739,64.0,63.0
1740,1740,73.0,65.0
1741,1741,67.0,69.0
1742,1742,69.0,60.0
1743,1743,48.0,71.0
1744,1744,78.0,72.0
1745,1745,81.0,72.0
1746,1746,76.0,51.0
1747,1747,78.0,81.0
1748,1748,65.0,63.0
1749,1749,68.0,76.0
1750,1750,72.0,61.0
1751,1751,61.0,50.0
1752,1752,74.0,72.0
1753,1753,62.0,60.0
1754,1754,55.0,64.0
1755,1755,74.0,51.0
1756,1756,52.0,60.0
1757,1757,56.0,54.0
1758,1758,55.0,59.0
1759,1759,61.0,66.0
1760,1760,67.0,47.0
1761,1761,53.0,54.0
1762,1762,63.0,66.0
1763,1763,51.0,72.0
1764,1764,84.0,69.0
1765,1765,75.0,74.0
1766,1766,44.0,57.0
1767,1767,71.0,49.0
1768,1768,71.0,69.0
1769,1769,73.0,73.0
1770,1770,78.0,78.0
1771,1771,75.0,65.0
1772,1772,69.0,85.0
1773,1773,54.0,68.0
1774,1774,49.0,70.0
1775,1775,63.0,60.0
1776,1776,60.0,63.0
1777,1777,72.0,69.0
1778,1778,62.0,71.0
1779,1779,54.0,57.0
1780,1780,65.0,75.0
1781,1781,79.0,71.0
1782,1782,62.0,74.0
1783,1783,69.0,60.0
1784,1784,73.0,67.0
1785,1785,68.0,84.0
1786,1786,60.0,72.0
1787,1787,62.0,57.0
1788,1788,55.0,47.0
1789,1789,59.0,46.0
1790,1790,65.0,73.0
1791,1791,66.0,64.0
1792,1792,54.0,65.0
1793,1793,67.0,53.0
1794,1794,73.0,82.0
1795,1795,61.0,51.0
1796,1796,57.0,58.0
1797,1797,71.0,82.0
1798,1798,55.0,54.0
1799,1799,62.0,49.0
1800,1800,87.0,68.0
1801,1801,75.0,72.0
1802,1802,66.0,77.0
1803,1803,81.0,66.0
1804,1804,67.0,69.0
1805,1805,52.0,74.0
1806,1806,60.0,71.0
1807,1807,47.0,79.0
1808,1808,59.0,60.0
1809,1809,55.0,59.0
1810,1810,83.0,67.0
1811,1811,72.0,63.0
1812,1812,58.0,42.0
1813,1813,82.0,61.0
1814,1814,66.0,62.0
1815,1815,53.0,56.0
1816,1816,72.0,78.0
1817,1817,61.0,61.0
1818,1818,56.0,75.0
1819,1819,55.0,60.0
1820,1820,66.0,60.0
1821,1821,59.0,72.0
1822,1822,55.0,62.0
1823,1823,79.0,69.0
1824,1824,63.0,59.0
1825,1825,50.0,51.0
1826,1826,66.0,78.0
1827,1827,57.0,55.0
1828,1828,66.0,71.0
1829,1829,69.0,74.0
1830,1830,71.0,60.0
1831,1831,63.0,62.0
1832,1832,44.0,62.0
1833,1833,59.0,89.0
1834,1834,67.0,78.0
1835,1835,70.0,91.0
1836,1836,86.0,75.0
1837,1837,85.0,68.0
1838,1838,41.0,66.0
1839,1839,67.0,55.0
1840,1840,52.0,67.0
1841,1841,80.0,65.0
1842,1842,73.0,63.0
1843,1843,57.0,73.0
1844,1844,64.0,46.0
1845,1845,77.0,73.0
1846,1846,53.0,66.0
1847,1847,73.0,75.0
1848,1848,85.0,90.0
1849,1849,67.0,82.0
1850,1850,62.0,70.0
1851,1851,59.0,67.0
1852,1852,73.0,53.0
1853,1853,57.0,67.0
1854,1854,62.0,67.0
1855,1855,60.0,86.0
1856,1856,50.0,70.0
1857,1857,61.0,57.0
1858,1858,62.0,58.0
1859,1859,67.0,84.0
1860,1860,50.0,56.0
1861,1861,87.0,78.0
1862,1862,54.0,80.0
1863,1863,66.0,54.0
1864,1864,50.0,57.0
1865,1865,54.0,63.0
1866,1866,62.0,47.0
1867,1867,59.0,58.0
1868,1868,63.0,65.0
1869,1869,65.0,58.0
1870,1870,58.0,96.0
1871,1871,70.0,80.0
1872,1872,69.0,64.0
1873,1873,48.0,51.0
1874,1874,43.0,58.0
1875,1875,68.0,61.0
1876,1876,65.0,71.0
1877,1877,60.0,69.0
1878,1878,72.0,65.0
1879,1879,83.0,64.0
1880,1880,80.0,79.0
1881,1881,59.0,76.0
1882,1882,52.0,52.0
1883,1883,77.0,86.0
1884,1884,58.0,55.0
1885,1885,63.0,67.0
1886,1886,53.0,68.0
1887,1887,54.0,59.0
1888,1888,68.0,71.0
1889,1889,44.0,58.0
1890,1890,67.0,73.0
1891,1891,54.0,60.0
1892,1892,58.0,54.0
1893,1893,71.0,57.0
1894,1894,69.0,82.0
1895,1895,71.0,72.0
1896,1896,73.0,71.0
1897,1897,62.0,64.0
1898,1898,81.0,88.0
1899,1899,55.0,60.0
1900,1900,75.0,58.0
1901,1901,56.0,65.0
1902,1902,64.0,72.0
1903,1903,67.0,68.0
1904,1904,51.0,53.0
1905,1905,67.0,59.0
1906,1906,66.0,84.0
1907,1907,66.0,76.0
1908,1908,70.0,88.0
1909,1909,69.0,65.0
1910,1910,83.0,52.0
1911,1911,58.0,68.0
1912,1912,69.0,78.0
1913,1913,51.0,61.0
1914,1914,53.0,74.0
1915,1915,67.0,58.0
1916,1916,63.0,62.0
1917,1917,60.0,40.0
1918,1918,77.0,57.0
1919,1919,64.0,86.0
1920,1920,80.0,63.0
1921,1921,56.0,70.0
1922,1922,60.0,59.0
1923,1923,69.0,63.0
1924,1924,62.0,46.0
1925,1925,77.0,88.0
1926,1926,74.0,54.0
1927,1927,68.0,64.0
1928,1928,68.0,65.0
1929,1929,61.0,77.0
1930,1930,75.0,80.0
1931,1931,73.0,65.0
1932,1932,72.0,80.0
1933,1933,54.0,51.0
1934,1934,66.0,62.0
1935,1935,50.0,53.0
1936,1936,53.0,67.0
1937,1937,66.0,63.0
1938,1938,58.0,57.0
1939,1939,69.0,55.0
1940,1940,80.0,81.0
1941,1941,62.0,62.0
1942,1942,64.0,64.0
1943,1943,61.0,62.0
1944,1944,66.0,63.0
1945,1945,57.0,48.0
1946,1946,64.0,71.0
1947,1947,56.0,64.0
1948,1948,64.0,73.0
1949,1949,79.0,62.0
1950,1950,68.0,70.0
1951,1951,81.0,91.0
1952,1952,66.0,74.0
1953,1953,52.0,55.0
1954,1954,72.0,72.0
1955,1955,76.0,52.0
1956,1956,75.0,71.0
1957,1957,70.0,51.0
1958,1958,65.0,50.0
1959,1959,85.0,68.0
1960,1960,67.0,66.0
1961,1961,48.0,54.0
1962,1962,77.0,70.0
1963,1963,54.0,70.0
1964,1964,57.0,72.0
1965,1965,48.0,47.0
1966,1966,61.0,64.0
1967,1967,58.0,67.0
1968,1968,72.0,66.0
1969,1969,60.0,61.0
1970,1970,51.0,78.0
1971,1971,72.0,85.0
1972,1972,72.0,59.0
1973,1973,53.0,49.0
1974,1974,66.0,78.0
1975,1975,72.0,78.0
1976,1976,52.0,53.0
1977,1977,66.0,79.0
1978,1978,69.0,88.0
1979,1979,66.0,58.0
1980,1980,56.0,52.0
1981,1981,81.0,79.0
1982,1982,60.0,55.0
1983,1983,74.0,67.0
1984,1984,80.0,68.0
1985,1985,71.0,65.0
1986,1986,63.0,67.0
1987,1987,62.0,87.0
1988,1988,70.0,77.0
1989,1989,62.0,67.0
1990,1990,61.0,71.0
1991,1991,61.0,76.0
1992,1992,61.0,60.0
1993,1993,70.0,87.0
1994,1994,73.0,66.0
1995,1995,74.0,83.0
1996,1996,61.0,82.0
1997,1997,71.0,54.0
1998,1998,57.0,45.0
1999,1999,70.0,80.0
2000,2000,59.0,62.0
2001,2001,58.0,82.0
2002,2002,65.0,71.0
2003,2003,54.0,68.0
2004,2004,64.0,69.0
2005,2005,70.0,78.0
2006,2006,64.0,74.0
2007,2007,61.0,64.0
2008,2008,55.0,72.0
2009,2009,63.0,35.0
2010,2010,91.0,73.0
2011,2011,53.0,62.0
2012,2012,49.0,49.0
2013,2013,56.0,60.0
2014,2014,89.0,65.0
2015,2015,64.0,73.0
2016,2016,80.0,75.0
2017,2017,52.0,63.0
2018,2018,64.0,73.0
2019,2019,64.0,69.0
2020,2020,56.0,56.0
2021,2021,62.0,58.0
2022,2022,62.0,50.0
2023,2023,69.0,59.0
2024,2024,80.0,69.0
2025,2025,69.0,60.0
2026,2026,72.0,64.0
2027,2027,56.0,67.0
2028,2028,68.0,74.0
2029,2029,59.0,39.0
2030,2030,75.0,55.0
2031,2031,71.0,88.0
2032,2032,58.0,67.0
2033,2033,63.0,74.0
2034,2034,71.0,86.0
2035,2035,61.0,74.0
2036,2036,70.0,64.0
2037,2037,65.0,68.0
2038,2038,71.0,71.0
2039,2039,68.0,52.0
2040,2040,79.0,64.0
2041,2041,58.0,42.0
2042,2042,79.0,84.0
2043,2043,63.0,68.0
2044,2044,75.0,79.0
2045,2045,51.0,61.0
2046,2046,60.0,85.0
2047,2047,90.0,78.0
2048,2048,70.0,71.0
2049,2049,74.0,57.0
2050,2050,58.0,45.0
2051,2051,55.0,69.0
2052,2052,73.0,71.0
2053,2053,81.0,63.0
2054,2054,66.0,67.0
2055,2055,70.0,70.0
2056,2056,54.0,48.0
2057,2057,80.0,67.0
2058,2058,50.0,33.0
2059,2059,70.0,77.0
2060,2060,89.0,85.0
2061,2061,55.0,82.0
2062,2062,75.0,96.0
2063,2063,74.0,53.0
2064,2064,53.0,80.0
2065,2065,75.0,65.0
2066,2066,69.0,61.0
2067,2067,83.0,85.0
2068,2068,79.0,53.0
2069,2069,64.0,63.0
2070,2070,70.0,86.0
2071,2071,75.0,69.0
2072,2072,63.0,62.0
2073,2073,81.0,61.0
2074,2074,64.0,45.0
2075,2075,58.0,64.0
2076,2076,63.0,47.0
2077,2077,52.0,70.0
2078,2078,82.0,58.0
2079,2079,76.0,60.0
2080,2080,55.0,69.0
2081,2081,64.0,63.0
2082,2082,52.0,80.0
2083,2083,72.0,61.0
2084,2084,60.0,61.0
2085,2085,77.0,60.0
2086,2086,77.0,60.0
2087,2087,61.0,44.0
2088,2088,62.0,74.0
2089,2089,58.0,61.0
2090,2090,59.0,55.0
2091,2091,57.0,43.0
2092,2092,81.0,63.0
2093,2093,61.0,67.0
2094,2094,60.0,61.0
2095,2095,74.0,62.0
2096,2096,70.0,67.0
2097,2097,72.0,76.0
2098,2098,72.0,68.0
2099,2099,64.0,66.0
2100,2100,60.0,60.0
2101,2101,79.0,85.0
2102,2102,62.0,46.0
2103,2103,70.0,67.0
2104,2104,76.0,67.0
2105,2105,82.0,49.0
2106,2106,63.0,62.0
2107,2107,63.0,61.0
2108,2108,68.0,62.0
2109,2109,66.0,51.0
2110,2110,76.0,73.0
2111,2111,70.0,94.0
2112,2112,51.0,70.0
2113,2113,59.0,57.0
2114,2114,70.0,53.0
2115,2115,54.0,57.0
2116,2116,60.0,74.0
2117,2117,53.0,71.0
2118,2118,67.0,50.0
2119,2119,73.0,65.0
2120,2120,55.0,61.0
2121,2121,78.0,72.0
2122,2122,42.0,70.0
2123,2123,59.0,55.0
2124,2124,57.0,42.0
2125,2125,61.0,72.0
2126,2126,50.0,60.0
2127,2127,75.0,66.0
2128,2128,71.0,75.0
2129,2129,63.0,66.0
2130,2130,70.0,63.0
2131,2131,79.0,77.0
2132,2132,62.0,56.0
2133,2133,62.0,52.0
2134,2134,76.0,73.0
2135,2135,69.0,61.0
2136,2136,70.0,60.0
2137,2137,64.0,65.0
