,mid,gold_radiant,gold_dire
1330,1330,110103,94488
1331,1331,103804,112657
1332,1332,130173,101733
1333,1333,96578,105745
1334,1334,109740,104599
1335,1335,94498,100501
1336,1336,116558,119733
1337,1337,127766,92647
1338,1338,115386,108341
1339,1339,106388,113151
1340,1340,120225,111578
1341,1341,103646,102991
1342,1342,103737,110314
1343,1343,113833,107212
1344,1344,88843,105370
1345,1345,98418,135229
1346,1346,93385,106957
1347,1347,114133,147714
1348,1348,100778,99878
1349,1349,108039,93148
1350,1350,116398,101007
1351,1351,107124,95431
1352,1352,115175,108670
1353,1353,108157,102901
1354,1354,106474,104028
1355,1355,119939,102942
1356,1356,101712,103008
1357,1357,88328,111933
1358,1358,111632,98316
1359,1359,101840,89771
1360,1360,100011,80973
1361,1361,106756,119087
1362,1362,105131,95911
1363,1363,108075,115577
1364,1364,101453,91908
1365,1365,123697,106392
1366,1366,104834,102077
1367,1367,112313,97745
1368,1368,90797,107722
1369,1369,115567,106479
1370,1370,127191,94646
1371,1371,94777,97693
1372,1372,114799,99009
1373,1373,135071,109756
1374,1374,111499,121848
1375,1375,85243,100950
1376,1376,102646,110235
1377,1377,109160,91833
1378,1378,99671,94756
1379,1379,96007,94134
1380,1380,115939,102073
1381,1381,92727,120700
1382,1382,91557,108914
1383,1383,89581,93251
1384,1384,97899,112881
1385,1385,97488,108458
1386,1386,101547,100220
1387,1387,93452,126744
1388,1388,120362,113579
1389,1389,125078,104044
1390,1390,103914,99977
1391,1391,112725,88750
1392,1392,96912,114099
1393,1393,119610,91272
1394,1394,117757,112290
1395,1395,103982,118315
1396,1396,94714,94573
1397,1397,107553,106045
1398,1398,93047,109244
1399,1399,114485,97724
1400,1400,120906,70866
1401,1401,117279,112553
1402,1402,108678,104824
1403,1403,99830,122166
1404,1404,93622,108499
1405,1405,98982,111165
1406,1406,121807,115740
1407,1407,118731,104638
1408,1408,109495,90262
1409,1409,116855,106436
1410,1410,87528,132624
1411,1411,119863,107716
1412,1412,101456,88587
1413,1413,101431,105787
1414,1414,101108,91097
1415,1415,84711,121919
1416,1416,130522,112060
1417,1417,110105,86140
1418,1418,91866,96523
1419,1419,89996,113742
1420,1420,102379,99896
1421,1421,116747,98925
1422,1422,127425,102619
1423,1423,101566,116413
1424,1424,124177,114018
1425,1425,93521,106283
1426,1426,96563,85721
1427,1427,126964,116637
1428,1428,122617,110168
1429,1429,100690,108491
1430,1430,101054,115314
1431,1431,93555,111546
1432,1432,105925,93456
1433,1433,114862,92682
1434,1434,102982,88909
1435,1435,111390,97992
1436,1436,109076,127276
1437,1437,105940,100011
1438,1438,100049,103282
1439,1439,113749,94162
1440,1440,100206,116046
1441,1441,114228,110991
1442,1442,95932,107990
1443,1443,112414,105778
1444,1444,114177,109804
1445,1445,89195,106706
1446,1446,88636,118364
1447,1447,78305,126307
1448,1448,127791,102402
1449,1449,123015,112817
1450,1450,102884,106851
1451,1451,102606,93429
1452,1452,89252,82227
1453,1453,97146,103534
1454,1454,119573,109147
1455,1455,109646,120880
1456,1456,92944,122389
1457,1457,144580,117746
1458,1458,91808,114885
1459,1459,116823,101398
1460,1460,102024,98074
1461,1461,121257,104841
1462,1462,117982,105964
1463,1463,113080,116102
1464,1464,91574,95896
1465,1465,96072,115490
1466,1466,127656,106897
1467,1467,102603,103768
1468,1468,101326,115083
1469,1469,106010,113233
1470,1470,98322,105026
1471,1471,98717,116117
1472,1472,108452,120970
1473,1473,135261,104907
1474,1474,88581,124337
1475,1475,114251,99230
1476,1476,112773,98101
1477,1477,84433,107221
1478,1478,123757,114997
1479,1479,102066,109131
1480,1480,112432,116774
1481,1481,108562,108149
1482,1482,111488,106621
1483,1483,93633,102041
1484,1484,103363,109997
1485,1485,99883,149635
1486,1486,90348,106131
1487,1487,118702,94872
1488,1488,97218,111062
1489,1489,99506,96995
1490,1490,92832,107320
1491,1491,102024,94097
1492,1492,103742,102422
1493,1493,111272,114870
1494,1494,94822,88098
1495,1495,121966,141501
1496,1496,102468,94293
1497,1497,109746,91396
1498,1498,107289,97106
1499,1499,91540,103785
1500,1500,107185,99142
1501,1501,100312,104638
1502,1502,118313,106995
1503,1503,108648,92251
1504,1504,121264,94793
1505,1505,97902,94578
1506,1506,105923,111716
1507,1507,118485,115879
1508,1508,98868,114109
1509,1509,98421,95350
1510,1510,95624,93425
1511,1511,104215,119297
1512,1512,100532,101235
1513,1513,102927,96988
1514,1514,93249,146236
1515,1515,111418,121116
1516,1516,110963,120111
1517,1517,107773,111150
1518,1518,104339,113622
1519,1519,119369,117694
1520,1520,101350,116423
1521,1521,111863,102942
1522,1522,89645,91816
1523,1523,127325,128644
1524,1524,119333,108839
1525,1525,125374,90499
1526,1526,100771,101894
1527,1527,118703,115669
1528,1528,103156,107513
1529,1529,104567,101319
1530,1530,125333,92167
1531,1531,112423,112698
1532,1532,85270,104179
1533,1533,98344,119099
1534,1534,143279,98366
1535,1535,99224,102071
1536,1536,130381,110259
1537,1537,100295,100550
1538,1538,115529,91194
1539,1539,97994,103118
1540,1540,109573,88201
1541,1541,116479,105516
1542,1542,133948,100203
1543,1543,98780,110305
1544,1544,85635,97349
1545,1545,116072,105679
1546,1546,84955,89754
1547,1547,111407,112034
1548,1548,109979,103593
1549,1549,96907,131658
1550,1550,104489,94991
1551,1551,111335,100152
1552,1552,115116,106930
1553,1553,104906,121833
1554,1554,117274,95945
1555,1555,95265,98393
1556,1556,106387,83279
1557,1557,118665,107816
1558,1558,91940,113582
1559,1559,100348,108778
1560,1560,103358,100224
1561,1561,113703,115311
1562,1562,97118,105906
1563,1563,98905,106117
1564,1564,117604,112549
1565,1565,113281,81397
1566,1566,112871,87514
1567,1567,113045,93594
1568,1568,107920,108094
1569,1569,116219,106720
1570,1570,117114,93154
1571,1571,98448,117920
1572,1572,92932,152102
1573,1573,95553,110012
1574,1574,95483,113804
1575,1575,91170,121389
1576,1576,112392,97058
1577,1577,96029,109260
1578,1578,125869,109560
1579,1579,100014,100843
1580,1580,115961,118351
1581,1581,101341,105959
1582,1582,103100,105734
1583,1583,115079,89266
1584,1584,110565,102345
1585,1585,104087,88961
1586,1586,96126,109003
1587,1587,104181,116725
1588,1588,113902,115186
1589,1589,109902,117907
1590,1590,116272,97046
1591,1591,108635,105484
1592,1592,110353,112535
1593,1593,117338,95659
1594,1594,97936,105184
1595,1595,129337,94276
1596,1596,104358,104784
1597,1597,109879,106035
1598,1598,105421,98516
1599,1599,100864,108699
1600,1600,108073,114767
1601,1601,101292,93749
1602,1602,93297,99251
1603,1603,123707,112371
1604,1604,100658,103076
1605,1605,92516,99513
1606,1606,93844,104514
1607,1607,102936,124565
1608,1608,104570,99565
1609,1609,121514,111202
1610,1610,99365,108961
1611,1611,95241,88652
1612,1612,98330,111547
1613,1613,117097,97812
1614,1614,105566,115028
1615,1615,107593,115739
1616,1616,96727,112806
1617,1617,86981,91681
1618,1618,120194,122143
1619,1619,107924,90001
1620,1620,108680,104047
1621,1621,103259,112041
1622,1622,101098,121438
1623,1623,90399,105392
1624,1624,86232,117900
1625,1625,105001,96418
1626,1626,121619,110711
1627,1627,114332,101312
1628,1628,111364,90489
1629,1629,114116,101117
1630,1630,115581,93973
1631,1631,114899,101652
1632,1632,147910,112104
1633,1633,116993,128873
1634,1634,91609,118798
1635,1635,111529,98895
1636,1636,111053,90982
1637,1637,101732,97411
1638,1638,102809,105675
1639,1639,92138,127467
1640,1640,136763,121476
1641,1641,106730,97106
1642,1642,112044,94719
1643,1643,78577,116885
1644,1644,125143,107784
1645,1645,98107,102729
1646,1646,95941,109533
1647,1647,97957,97842
1648,1648,95952,100839
1649,1649,125193,97396
1650,1650,119082,105078
1651,1651,116368,96397
1652,1652,111542,103980
1653,1653,103110,102340
1654,1654,106063,111024
1655,1655,110993,137329
1656,1656,100275,134272
1657,1657,85980,89608
1658,1658,90888,95125
1659,1659,102403,100010
1660,1660,109086,100137
1661,1661,116666,87583
1662,1662,113364,97842
1663,1663,97893,105636
1664,1664,93466,122204
1665,1665,122012,122635
1666,1666,97914,94353
1667,1667,98553,82798
1668,1668,104497,105790
1669,1669,103092,110182
1670,1670,102455,122697
1671,1671,110681,113019
1672,1672,99779,106436
1673,1673,117973,82260
1674,1674,109041,105581
1675,1675,108853,105337
1676,1676,115679,100694
1677,1677,105919,109765
1678,1678,93197,99735
1679,1679,126370,116223
1680,1680,88753,102027
1681,1681,113253,95323
1682,1682,114251,104048
1683,1683,102345,136393
1684,1684,92564,95032
1685,1685,100109,99387
1686,1686,101885,104597
1687,1687,117322,102040
1688,1688,101042,109785
1689,1689,83977,97125
1690,1690,102563,116546
1691,1691,109749,111401
1692,1692,99378,108963
1693,1693,114432,94498
1694,1694,118383,117277
1695,1695,108914,104340
1696,1696,110004,102799
1697,1697,124525,100291
1698,1698,98319,86040
1699,1699,102260,102313
1700,1700,106878,100820
1701,1701,96854,117931
1702,1702,112668,110409
1703,1703,108699,150374
1704,1704,137297,123300
1705,1705,105178,105350
1706,1706,107670,81143
1707,1707,109642,112410
1708,1708,95000,97259
1709,1709,105273,124454
1710,1710,99328,92731
1711,1711,92581,119615
1712,1712,107284,111244
1713,1713,102081,122614
1714,1714,111339,114038
1715,1715,107492,106097
1716,1716,92495,104764
1717,1717,93574,102579
1718,1718,106920,95567
1719,1719,100980,88943
1720,1720,111343,97433
1721,1721,131484,104556
1722,1722,147862,102668
1723,1723,99131,98634
1724,1724,88481,111414
1725,1725,78790,113635
1726,1726,127853,100449
1727,1727,122164,131450
1728,1728,104736,89599
1729,1729,111321,99160
1730,1730,90834,89156
1731,1731,111781,116505
1732,1732,91412,123770
1733,1733,113496,123971
1734,1734,120839,97200
1735,1735,102210,96640
1736,1736,98851,113649
1737,1737,140302,108737
1738,1738,114396,104839
1739,1739,87910,116280
1740,1740,100263,109631
1741,1741,91669,104444
1742,1742,111296,101904
1743,1743,82030,101398
1744,1744,128495,104850
1745,1745,113464,98725
1746,1746,107199,101651
1747,1747,116649,127080
1748,1748,110929,100852
1749,1749,96100,101098
1750,1750,101589,104873
1751,1751,96994,132752
1752,1752,120366,123340
1753,1753,93467,114629
1754,1754,103050,121335
1755,1755,135111,94483
1756,1756,104774,91807
1757,1757,97916,100020
1758,1758,95340,102876
1759,1759,113447,111198
1760,1760,102135,111168
1761,1761,102901,79459
1762,1762,100388,96057
1763,1763,70459,96646
1764,1764,123687,107092
1765,1765,115084,116761
1766,1766,93672,92105
1767,1767,99410,77583
1768,1768,103355,102706
1769,1769,94010,107188
1770,1770,96885,123913
1771,1771,121694,92614
1772,1772,101555,116491
1773,1773,96197,111733
1774,1774,115327,94447
1775,1775,106136,121831
1776,1776,122840,91280
1777,1777,100825,94982
1778,1778,128795,99352
1779,1779,100855,123450
1780,1780,87345,124068
1781,1781,110477,115958
1782,1782,92969,111928
1783,1783,94530,101962
1784,1784,93916,100261
1785,1785,120159,120493
1786,1786,111324,104599
1787,1787,95140,99411
1788,1788,96096,83507
1789,1789,87826,98845
1790,1790,89946,123592
1791,1791,103512,91230
1792,1792,96665,116796
1793,1793,112746,112887
1794,1794,117998,117196
1795,1795,86273,122371
1796,1796,106889,136323
1797,1797,103467,136209
1798,1798,110317,93006
1799,1799,101998,98184
1800,1800,96559,116036
1801,1801,101319,134429
1802,1802,84345,118967
1803,1803,100830,106007
1804,1804,102311,106487
1805,1805,101736,120537
1806,1806,95283,105446
1807,1807,114734,96098
1808,1808,94269,119896
1809,1809,80672,110508
1810,1810,121953,121901
1811,1811,116750,100687
1812,1812,102024,118973
1813,1813,105641,110367
1814,1814,115413,117047
1815,1815,95028,109208
1816,1816,96191,115727
1817,1817,103764,118752
1818,1818,100851,101854
1819,1819,111754,124221
1820,1820,100622,95516
1821,1821,98305,110443
1822,1822,87920,120688
1823,1823,112778,109221
1824,1824,91487,122052
1825,1825,109563,107367
1826,1826,100808,127281
1827,1827,106617,105196
1828,1828,119551,90932
1829,1829,96252,118326
1830,1830,106203,103809
1831,1831,97674,97886
1832,1832,86351,98585
1833,1833,99712,129716
1834,1834,113282,101180
1835,1835,106416,128352
1836,1836,118419,109763
1837,1837,140628,105195
1838,1838,109171,115941
1839,1839,111442,83747
1840,1840,82814,114892
1841,1841,110247,128243
1842,1842,111733,107030
1843,1843,108858,121657
1844,1844,97216,80586
1845,1845,103031,107451
1846,1846,91338,94064
1847,1847,109240,135547
1848,1848,174230,114342
1849,1849,114470,120749
1850,1850,84730,115723
1851,1851,98952,114635
1852,1852,120723,106277
1853,1853,88418,110444
1854,1854,98155,97263
1855,1855,94878,119673
1856,1856,91582,121999
1857,1857,109856,98004
1858,1858,109901,85337
1859,1859,98742,102171
1860,1860,113005,102108
1861,1861,119390,104161
1862,1862,95965,112233
1863,1863,104468,105122
1864,1864,102081,104531
1865,1865,97492,95706
1866,1866,99814,99371
1867,1867,106891,120924
1868,1868,108172,104576
1869,1869,104783,113241
1870,1870,120170,98193
1871,1871,91347,100311
1872,1872,93908,102072
1873,1873,99688,86673
1874,1874,89518,124196
1875,1875,106568,90070
1876,1876,99708,100380
1877,1877,117672,101018
1878,1878,116086,98095
1879,1879,116600,107929
1880,1880,118513,102436
1881,1881,80013,106766
1882,1882,90826,88785
1883,1883,137118,113215
1884,1884,86225,94263
1885,1885,93519,132885
1886,1886,102060,117076
1887,1887,109873,95694
1888,1888,106203,122999
1889,1889,112118,109293
1890,1890,105706,115263
1891,1891,96020,122444
1892,1892,87074,99666
1893,1893,119056,109351
1894,1894,108697,106798
1895,1895,93168,111085
1896,1896,99950,114552
1897,1897,85683,98061
1898,1898,130984,106115
1899,1899,86135,91682
1900,1900,129936,99745
1901,1901,95002,130883
1902,1902,103673,109243
1903,1903,100033,103515
1904,1904,138591,100299
1905,1905,94982,89382
1906,1906,108097,117607
1907,1907,94113,137047
1908,1908,115331,121043
1909,1909,101746,97005
1910,1910,122336,110301
1911,1911,90832,100052
1912,1912,90039,117713
1913,1913,89395,118504
1914,1914,98921,130359
1915,1915,110173,84549
1916,1916,111310,108846
1917,1917,93266,104188
1918,1918,114591,128431
1919,1919,106452,125532
1920,1920,95539,96520
1921,1921,112983,105772
1922,1922,100843,101461
1923,1923,126476,93496
1924,1924,117296,104402
1925,1925,96103,110274
1926,1926,116620,103340
1927,1927,103008,109434
1928,1928,129447,86725
1929,1929,99040,117560
1930,1930,86876,122873
1931,1931,119982,115584
1932,1932,104990,125082
1933,1933,83527,102442
1934,1934,95744,113720
1935,1935,82268,126488
1936,1936,99310,107137
1937,1937,83277,102616
1938,1938,104419,99997
1939,1939,116628,100703
1940,1940,131059,103023
1941,1941,126874,107399
1942,1942,91927,108355
1943,1943,113912,91543
1944,1944,100251,90993
1945,1945,94997,83783
1946,1946,101847,138277
1947,1947,112828,118918
1948,1948,103296,108592
1949,1949,108143,122660
1950,1950,103059,106866
1951,1951,131162,120286
1952,1952,109165,120961
1953,1953,92345,96482
1954,1954,96420,101955
1955,1955,132220,110094
1956,1956,103705,101519
1957,1957,122862,88369
1958,1958,90503,93238
1959,1959,116846,92397
1960,1960,121954,90285
1961,1961,92832,93861
1962,1962,135357,116276
1963,1963,97219,72838
1964,1964,81289,102183
1965,1965,79153,116613
1966,1966,81098,117609
1967,1967,94335,118051
1968,1968,100354,100108
1969,1969,108326,115578
1970,1970,96212,107387
1971,1971,105750,133079
1972,1972,117066,117658
1973,1973,92441,102035
1974,1974,93153,113461
1975,1975,105473,94489
1976,1976,90207,85345
1977,1977,99699,108217
1978,1978,107695,121222
1979,1979,113172,121940
1980,1980,93782,83130
1981,1981,126964,95592
1982,1982,82878,95978
1983,1983,118268,104865
1984,1984,122860,85919
1985,1985,118929,91108
1986,1986,95948,94023
1987,1987,112444,135892
1988,1988,123781,113584
1989,1989,97715,103124
1990,1990,92357,107450
1991,1991,102902,100017
1992,1992,82850,103743
1993,1993,115291,109034
1994,1994,96624,100762
1995,1995,113377,95152
1996,1996,96073,119847
1997,1997,110489,98006
1998,1998,104544,101278
1999,1999,94863,138774
2000,2000,107011,92158
2001,2001,121497,112811
2002,2002,104463,121519
2003,2003,96390,112414
2004,2004,96720,104561
2005,2005,112864,119782
2006,2006,112508,97853
2007,2007,106954,105509
2008,2008,98298,107698
2009,2009,88269,103180
2010,2010,121738,109367
2011,2011,97342,93148
2012,2012,109241,91605
2013,2013,92021,101527
2014,2014,139017,90701
2015,2015,131805,126823
2016,2016,110872,116286
2017,2017,113402,113383
2018,2018,94355,111533
2019,2019,117236,93379
2020,2020,101111,101543
2021,2021,105414,104416
2022,2022,102344,90261
