,mid,lh_radiant,lh_dire
1588,1588,878,1099
1589,1589,648,816
1590,1590,650,520
1591,1591,657,765
1592,1592,910,720
1593,1593,591,658
1594,1594,635,870
1595,1595,672,664
1596,1596,500,817
1597,1597,812,593
1598,1598,754,727
1599,1599,711,669
1600,1600,720,373
1601,1601,688,659
1602,1602,826,655
1603,1603,704,760
1604,1604,639,703
1605,1605,561,777
1606,1606,471,518
1607,1607,648,765
1608,1608,1035,734
1609,1609,719,911
1610,1610,874,959
1611,1611,634,611
1612,1612,714,1071
1613,1613,920,891
1614,1614,533,745
1615,1615,905,755
1616,1616,570,758
1617,1617,457,533
1618,1618,560,728
1619,1619,717,512
1620,1620,674,528
1621,1621,652,705
1622,1622,647,789
1623,1623,530,673
1624,1624,561,1133
1625,1625,770,512
1626,1626,611,419
1627,1627,800,661
1628,1628,883,667
1629,1629,734,573
1630,1630,814,314
1631,1631,834,836
1632,1632,821,576
1633,1633,702,803
1634,1634,636,890
1635,1635,749,460
1636,1636,789,676
1637,1637,431,641
1638,1638,606,565
1639,1639,513,849
1640,1640,1020,745
1641,1641,627,700
1642,1642,683,599
1643,1643,368,779
1644,1644,1054,944
1645,1645,781,856
1646,1646,666,872
1647,1647,560,596
1648,1648,710,563
1649,1649,846,581
1650,1650,738,814
1651,1651,881,741
1652,1652,963,798
1653,1653,650,513
1654,1654,531,563
1655,1655,790,1248
1656,1656,680,731
1657,1657,405,502
1658,1658,635,740
1659,1659,659,754
1660,1660,1057,828
1661,1661,754,579
1662,1662,721,488
1663,1663,755,816
1664,1664,636,651
1665,1665,708,662
1666,1666,675,717
1667,1667,676,586
1668,1668,835,955
1669,1669,766,457
1670,1670,632,690
1671,1671,730,733
1672,1672,784,1094
1673,1673,575,524
1674,1674,745,736
1675,1675,600,779
1676,1676,559,596
1677,1677,820,689
1678,1678,552,620
1679,1679,835,888
1680,1680,645,789
1681,1681,711,593
1682,1682,778,590
1683,1683,699,727
1684,1684,764,637
1685,1685,746,780
1686,1686,514,834
1687,1687,709,911
1688,1688,690,742
1689,1689,528,675
1690,1690,727,870
1691,1691,753,770
1692,1692,724,692
1693,1693,888,804
1694,1694,813,630
1695,1695,900,564
1696,1696,650,660
1697,1697,772,673
1698,1698,739,406
1699,1699,638,725
1700,1700,913,561
1701,1701,605,853
1702,1702,781,720
1703,1703,564,1191
1704,1704,732,874
1705,1705,778,811
1706,1706,781,418
1707,1707,754,939
1708,1708,491,648
1709,1709,747,758
1710,1710,808,558
1711,1711,722,912
1712,1712,808,747
1713,1713,618,641
1714,1714,767,764
1715,1715,595,699
1716,1716,660,681
1717,1717,614,584
1718,1718,924,694
1719,1719,686,592
1720,1720,784,696
1721,1721,1074,747
1722,1722,776,551
1723,1723,717,445
1724,1724,459,513
1725,1725,513,756
1726,1726,729,679
1727,1727,619,643
1728,1728,552,533
1729,1729,542,654
1730,1730,630,711
1731,1731,812,672
1732,1732,534,728
1733,1733,702,1021
1734,1734,818,874
1735,1735,742,727
1736,1736,767,764
1737,1737,870,624
1738,1738,721,694
1739,1739,682,919
1740,1740,722,537
1741,1741,512,712
1742,1742,668,544
1743,1743,562,563
1744,1744,825,798
1745,1745,613,616
1746,1746,665,781
1747,1747,675,894
1748,1748,701,553
1749,1749,704,824
1750,1750,633,670
1751,1751,738,864
1752,1752,904,845
1753,1753,509,817
1754,1754,442,549
1755,1755,839,548
1756,1756,599,587
1757,1757,851,703
1758,1758,506,800
1759,1759,759,901
1760,1760,637,740
1761,1761,637,427
1762,1762,562,719
1763,1763,330,531
1764,1764,693,679
1765,1765,658,570
1766,1766,712,521
1767,1767,707,488
1768,1768,870,668
1769,1769,713,531
1770,1770,525,827
1771,1771,817,432
1772,1772,608,707
1773,1773,626,863
1774,1774,850,596
1775,1775,576,1104
1776,1776,891,701
1777,1777,637,718
1778,1778,822,693
1779,1779,607,553
1780,1780,517,824
1781,1781,467,631
1782,1782,529,778
1783,1783,447,523
1784,1784,834,639
1785,1785,787,696
1786,1786,700,525
1787,1787,489,770
1788,1788,567,454
1789,1789,619,877
1790,1790,522,691
1791,1791,513,519
1792,1792,746,898
1793,1793,636,744
1794,1794,650,710
1795,1795,387,660
1796,1796,934,873
1797,1797,786,981
1798,1798,738,637
1799,1799,688,524
1800,1800,548,755
1801,1801,620,707
1802,1802,550,724
1803,1803,712,1063
1804,1804,554,757
1805,1805,697,733
1806,1806,639,675
1807,1807,480,508
1808,1808,730,609
1809,1809,366,564
1810,1810,954,948
1811,1811,735,718
1812,1812,661,810
1813,1813,917,1106
1814,1814,746,665
1815,1815,715,721
1816,1816,727,857
1817,1817,696,870
1818,1818,383,452
1819,1819,331,670
1820,1820,695,746
1821,1821,593,687
1822,1822,698,726
1823,1823,574,796
1824,1824,569,674
1825,1825,905,836
1826,1826,676,685
1827,1827,661,845
1828,1828,860,528
1829,1829,618,737
1830,1830,703,533
1831,1831,607,666
1832,1832,435,526
1833,1833,736,724
1834,1834,756,701
1835,1835,832,825
1836,1836,793,663
1837,1837,1195,576
1838,1838,601,715
1839,1839,836,595
1840,1840,544,594
1841,1841,804,844
1842,1842,784,794
1843,1843,748,911
1844,1844,739,623
1845,1845,697,884
1846,1846,752,636
1847,1847,741,890
1848,1848,1074,591
1849,1849,814,832
1850,1850,346,545
1851,1851,684,855
1852,1852,864,886
1853,1853,533,766
1854,1854,603,716
1855,1855,630,642
1856,1856,580,776
1857,1857,801,606
1858,1858,547,602
1859,1859,699,799
1860,1860,841,896
1861,1861,910,405
1862,1862,607,669
1863,1863,646,832
1864,1864,655,824
1865,1865,729,552
1866,1866,758,998
1867,1867,823,779
1868,1868,768,664
1869,1869,888,689
1870,1870,569,486
1871,1871,566,769
1872,1872,638,541
1873,1873,483,455
1874,1874,604,937
1875,1875,752,680
1876,1876,398,576
1877,1877,710,822
1878,1878,620,666
1879,1879,747,731
1880,1880,717,671
1881,1881,510,719
1882,1882,659,670
1883,1883,992,798
1884,1884,585,548
1885,1885,512,803
1886,1886,751,878
1887,1887,828,580
1888,1888,861,751
1889,1889,575,854
1890,1890,527,661
1891,1891,656,722
1892,1892,348,745
1893,1893,883,874
1894,1894,561,642
1895,1895,638,678
1896,1896,697,774
1897,1897,664,754
1898,1898,867,663
1899,1899,528,678
1900,1900,731,665
1901,1901,800,1137
1902,1902,598,653
1903,1903,630,527
1904,1904,876,798
1905,1905,433,551
1906,1906,784,740
1907,1907,520,731
1908,1908,504,604
1909,1909,706,503
1910,1910,605,677
1911,1911,517,591
1912,1912,563,718
1913,1913,801,779
1914,1914,554,737
1915,1915,612,451
1916,1916,525,628
1917,1917,524,609
1918,1918,809,668
1919,1919,494,873
1920,1920,611,677
1921,1921,773,789
1922,1922,645,635
1923,1923,847,615
1924,1924,754,732
1925,1925,552,696
1926,1926,759,618
1927,1927,915,697
1928,1928,871,623
1929,1929,858,719
1930,1930,604,865
1931,1931,694,593
1932,1932,638,1070
1933,1933,558,829
1934,1934,716,726
1935,1935,578,1054
1936,1936,879,743
1937,1937,498,844
1938,1938,907,896
1939,1939,866,667
1940,1940,1224,647
1941,1941,779,799
1942,1942,670,841
1943,1943,705,765
1944,1944,569,620
1945,1945,691,374
1946,1946,680,920
1947,1947,789,881
1948,1948,807,828
1949,1949,712,750
1950,1950,847,681
1951,1951,951,842
1952,1952,613,562
1953,1953,409,589
1954,1954,715,763
1955,1955,888,788
1956,1956,690,689
1957,1957,929,474
1958,1958,464,682
1959,1959,515,514
1960,1960,823,687
1961,1961,551,671
1962,1962,1044,719
1963,1963,597,583
1964,1964,519,653
1965,1965,441,774
1966,1966,491,692
1967,1967,696,924
1968,1968,780,825
1969,1969,861,810
1970,1970,700,703
1971,1971,482,811
1972,1972,907,1079
1973,1973,687,838
1974,1974,621,689
1975,1975,772,614
1976,1976,512,544
1977,1977,621,589
1978,1978,763,831
1979,1979,753,791
1980,1980,515,428
1981,1981,862,665
1982,1982,421,637
1983,1983,587,773
1984,1984,1003,460
1985,1985,957,570
1986,1986,551,737
1987,1987,686,975
1988,1988,766,705
1989,1989,776,654
1990,1990,554,534
1991,1991,772,861
1992,1992,537,690
1993,1993,689,637
1994,1994,662,577
1995,1995,754,457
1996,1996,706,676
1997,1997,816,863
1998,1998,918,873
1999,1999,670,847
2000,2000,861,681
2001,2001,1030,1007
2002,2002,614,810
2003,2003,755,803
2004,2004,742,773
2005,2005,743,706
2006,2006,786,789
2007,2007,819,772
2008,2008,769,706
2009,2009,598,731
2010,2010,945,825
2011,2011,614,622
2012,2012,733,605
2013,2013,750,610
2014,2014,901,579
2015,2015,739,621
2016,2016,784,662
2017,2017,1115,1068
2018,2018,794,771
2019,2019,695,598
2020,2020,724,844
2021,2021,629,744
2022,2022,562,716
2023,2023,546,473
2024,2024,705,574
2025,2025,933,822
2026,2026,762,641
2027,2027,553,712
2028,2028,491,703
2029,2029,546,623
2030,2030,593,509
2031,2031,705,755
2032,2032,685,713
2033,2033,829,619
2034,2034,733,798
2035,2035,704,758
2036,2036,987,711
2037,2037,742,688
2038,2038,832,795
2039,2039,842,486
2040,2040,732,591
2041,2041,715,571
2042,2042,833,766
2043,2043,755,588
2044,2044,694,782
2045,2045,452,540
2046,2046,899,845
2047,2047,687,737
2048,2048,1007,788
2049,2049,503,431
2050,2050,717,373
2051,2051,701,439
2052,2052,590,1098
2053,2053,859,390
2054,2054,877,665
2055,2055,783,565
2056,2056,768,736
2057,2057,796,909
2058,2058,437,397
2059,2059,773,786
2060,2060,891,391
2061,2061,583,671
2062,2062,708,892
2063,2063,742,517
2064,2064,592,552
2065,2065,552,557
2066,2066,680,616
2067,2067,786,572
2068,2068,804,461
2069,2069,829,604
2070,2070,750,742
2071,2071,708,709
2072,2072,1001,719
2073,2073,740,791
2074,2074,1044,715
2075,2075,764,708
2076,2076,988,1080
2077,2077,591,702
2078,2078,664,593
2079,2079,800,532
2080,2080,613,551
2081,2081,893,617
2082,2082,576,725
2083,2083,766,723
2084,2084,765,495
2085,2085,852,915
2086,2086,535,537
2087,2087,668,699
2088,2088,692,672
2089,2089,740,743
2090,2090,673,867
2091,2091,723,674
2092,2092,786,704
2093,2093,864,577
2094,2094,670,445
2095,2095,815,633
2096,2096,916,608
2097,2097,719,986
2098,2098,725,926
2099,2099,658,594
2100,2100,542,680
2101,2101,703,709
2102,2102,723,738
2103,2103,732,820
2104,2104,581,678
2105,2105,700,478
2106,2106,619,644
2107,2107,796,639
2108,2108,734,855
2109,2109,769,707
2110,2110,621,765
2111,2111,707,849
2112,2112,726,631
2113,2113,567,412
2114,2114,578,610
2115,2115,928,511
2116,2116,525,571
2117,2117,735,642
2118,2118,618,1052
2119,2119,771,613
2120,2120,632,860
2121,2121,631,817
2122,2122,419,791
2123,2123,826,728
2124,2124,571,533
2125,2125,628,781
2126,2126,533,688
2127,2127,836,586
2128,2128,739,595
2129,2129,568,345
2130,2130,873,424
2131,2131,747,723
2132,2132,740,808
2133,2133,753,742
2134,2134,708,575
2135,2135,661,904
2136,2136,591,766
2137,2137,452,614
2138,2138,543,759
2139,2139,566,609
2140,2140,753,595
2141,2141,751,641
2142,2142,716,574
2143,2143,851,722
2144,2144,834,508
2145,2145,724,980
2146,2146,649,428
2147,2147,641,693
2148,2148,802,713
2149,2149,859,518
2150,2150,914,463
2151,2151,625,691
2152,2152,723,742
2153,2153,603,680
2154,2154,614,606
2155,2155,767,1056
2156,2156,608,540
2157,2157,1018,1000
2158,2158,548,591
2159,2159,674,925
2160,2160,548,771
2161,2161,675,666
2162,2162,664,827
2163,2163,605,622
2164,2164,706,512
2165,2165,628,566
2166,2166,583,513
2167,2167,719,617
2168,2168,386,838
2169,2169,725,679
2170,2170,673,852
2171,2171,460,622
2172,2172,775,583
2173,2173,710,680
2174,2174,582,709
2175,2175,629,752
2176,2176,463,546
2177,2177,671,723
2178,2178,695,607
2179,2179,795,717
2180,2180,642,862
2181,2181,606,630
2182,2182,665,1019
2183,2183,544,549
2184,2184,588,642
2185,2185,706,589
2186,2186,586,799
2187,2187,606,527
2188,2188,599,832
2189,2189,932,820
2190,2190,783,748
2191,2191,555,461
2192,2192,839,574
2193,2193,768,822
2194,2194,673,609
2195,2195,593,687
2196,2196,536,765
2197,2197,750,798
2198,2198,696,486
2199,2199,612,638
2200,2200,629,680
2201,2201,601,695
2202,2202,748,737
2203,2203,941,962
2204,2204,868,455
2205,2205,684,687
2206,2206,875,697
2207,2207,733,717
2208,2208,651,228
2209,2209,777,936
2210,2210,758,520
2211,2211,776,581
2212,2212,574,649
2213,2213,896,529
2214,2214,918,778
2215,2215,750,572
2216,2216,729,832
2217,2217,826,686
2218,2218,463,673
2219,2219,721,445
2220,2220,746,571
2221,2221,780,540
2222,2222,728,590
2223,2223,1024,785
2224,2224,727,682
2225,2225,805,751
2226,2226,597,896
2227,2227,937,804
2228,2228,1055,654
2229,2229,481,898
2230,2230,829,624
2231,2231,552,678
2232,2232,606,871
2233,2233,698,548
2234,2234,461,714
2235,2235,667,381
2236,2236,627,459
2237,2237,860,615
2238,2238,863,577
2239,2239,595,795
2240,2240,793,746
2241,2241,724,741
2242,2242,547,729
2243,2243,710,713
2244,2244,492,625
2245,2245,516,658
2246,2246,530,619
2247,2247,919,775
2248,2248,554,641
2249,2249,619,626
2250,2250,746,800
2251,2251,600,845
2252,2252,645,758
2253,2253,623,643
2254,2254,703,514
2255,2255,618,516
2256,2256,848,732
2257,2257,694,484
2258,2258,689,732
2259,2259,826,542
2260,2260,844,670
2261,2261,719,957
2262,2262,928,726
2263,2263,741,641
2264,2264,701,497
2265,2265,622,893
2266,2266,567,790
2267,2267,781,621
2268,2268,575,743
2269,2269,568,880
2270,2270,884,646
2271,2271,1027,756
2272,2272,896,609
2273,2273,639,716
2274,2274,813,594
2275,2275,733,697
2276,2276,729,543
2277,2277,658,638
2278,2278,655,763
2279,2279,724,704
2280,2280,570,651
2281,2281,769,684
2282,2282,571,594
2283,2283,544,609
2284,2284,617,830
2285,2285,914,775
2286,2286,937,710
2287,2287,653,587
2288,2288,752,1033
2289,2289,594,498
2290,2290,712,441
2291,2291,761,715
2292,2292,825,669
2293,2293,553,1078
2294,2294,619,759
2295,2295,675,609
2296,2296,728,640
2297,2297,979,582
2298,2298,372,801
2299,2299,792,709
2300,2300,655,845
2301,2301,706,980
2302,2302,603,675
2303,2303,656,774
2304,2304,1093,555
2305,2305,880,920
2306,2306,811,884
2307,2307,579,574
2308,2308,926,521
2309,2309,608,699
2310,2310,712,641
2311,2311,680,606
2312,2312,1230,774
2313,2313,490,577
2314,2314,906,851
2315,2315,758,661
2316,2316,508,555
2317,2317,800,666
2318,2318,688,405
2319,2319,513,440
2320,2320,642,829
2321,2321,644,647
2322,2322,1107,531
2323,2323,580,711
2324,2324,883,673
2325,2325,621,649
2326,2326,701,784
2327,2327,727,691
2328,2328,551,404
2329,2329,419,779
2330,2330,675,604
2331,2331,786,710
2332,2332,652,852
2333,2333,447,451
2334,2334,1046,699
2335,2335,853,648
2336,2336,667,487
2337,2337,716,517
2338,2338,701,446
2339,2339,726,866
2340,2340,653,761
2341,2341,850,592
2342,2342,969,479
2343,2343,793,439
2344,2344,821,755
2345,2345,752,747
2346,2346,650,487
2347,2347,910,561
2348,2348,782,897
2349,2349,710,1034
2350,2350,440,486
2351,2351,750,877
2352,2352,481,516
2353,2353,671,724
2354,2354,402,1124
2355,2355,679,461
2356,2356,1062,407
2357,2357,906,784
2358,2358,687,638
2359,2359,986,1087
2360,2360,566,480
2361,2361,609,1167
2362,2362,728,611
2363,2363,783,762
2364,2364,700,737
2365,2365,655,685
2366,2366,759,761
2367,2367,749,562
2368,2368,749,514
2369,2369,887,483
2370,2370,640,546
2371,2371,783,901
2372,2372,746,563
2373,2373,799,709
2374,2374,650,818
2375,2375,786,749
2376,2376,674,779
2377,2377,747,865
2378,2378,717,779
2379,2379,1035,847
2380,2380,841,826
2381,2381,822,724
2382,2382,661,550
2383,2383,572,625
2384,2384,575,794
2385,2385,552,719
2386,2386,637,514
2387,2387,476,509
2388,2388,797,1025
2389,2389,456,605
2390,2390,577,394
2391,2391,382,735
2392,2392,728,749
2393,2393,648,712
2394,2394,812,716
2395,2395,821,787
2396,2396,808,539
2397,2397,566,725
2398,2398,785,722
2399,2399,705,629
2400,2400,863,949
2401,2401,720,685
2402,2402,797,690
2403,2403,673,627
2404,2404,862,771
2405,2405,765,684
2406,2406,777,720
2407,2407,1014,993
2408,2408,703,764
2409,2409,771,453
2410,2410,798,538
2411,2411,829,759
2412,2412,1093,1325
2413,2413,761,597
2414,2414,744,487
2415,2415,584,849
2416,2416,473,980
2417,2417,851,520
2418,2418,855,711
2419,2419,709,723
2420,2420,771,673
2421,2421,660,1012
2422,2422,401,808
2423,2423,717,722
2424,2424,565,691
2425,2425,714,857
2426,2426,555,751
2427,2427,950,484
2428,2428,500,574
2429,2429,769,629
2430,2430,630,688
2431,2431,685,773
2432,2432,641,812
2433,2433,684,751
2434,2434,929,1146
2435,2435,554,442
2436,2436,634,761
2437,2437,482,386
2438,2438,440,635
2439,2439,847,594
2440,2440,630,705
2441,2441,531,834
2442,2442,732,972
2443,2443,912,703
2444,2444,597,886
2445,2445,722,837
2446,2446,504,1000
2447,2447,671,525
2448,2448,863,839
2449,2449,669,603
2450,2450,639,669
2451,2451,813,1085
2452,2452,882,756
2453,2453,848,629
2454,2454,572,740
2455,2455,679,451
2456,2456,744,583
2457,2457,630,670
2458,2458,733,551
2459,2459,636,715
2460,2460,727,606
2461,2461,552,603
2462,2462,1024,445
2463,2463,522,630
2464,2464,643,1095
2465,2465,685,743
2466,2466,508,569
2467,2467,908,682
2468,2468,849,804
2469,2469,754,715
2470,2470,920,595
2471,2471,1108,607
2472,2472,731,569
2473,2473,636,675
2474,2474,595,524
2475,2475,749,526
2476,2476,655,637
2477,2477,803,548
2478,2478,989,895
2479,2479,641,892
2480,2480,591,934
2481,2481,534,656
2482,2482,567,749
2483,2483,522,610
2484,2484,673,781
2485,2485,748,654
2486,2486,799,797
2487,2487,785,734
2488,2488,873,714
2489,2489,703,1047
2490,2490,814,643
2491,2491,645,508
2492,2492,776,743
2493,2493,496,645
2494,2494,661,785
2495,2495,746,577
2496,2496,672,659
2497,2497,767,803
2498,2498,679,524
2499,2499,706,849
2500,2500,630,788
2501,2501,522,812
2502,2502,499,874
2503,2503,696,960
2504,2504,767,763
2505,2505,710,639
2506,2506,585,711
2507,2507,561,696
2508,2508,642,728
2509,2509,707,627
2510,2510,483,930
2511,2511,617,657
2512,2512,745,936
2513,2513,542,672
2514,2514,866,813
2515,2515,846,863
2516,2516,501,556
2517,2517,828,993
2518,2518,1003,939
2519,2519,640,853
2520,2520,424,704
2521,2521,596,886
2522,2522,711,918
2523,2523,903,722
2524,2524,1010,920
2525,2525,970,879
2526,2526,782,770
2527,2527,1008,1022
2528,2528,846,819
2529,2529,775,794
2530,2530,708,850
2531,2531,615,621
2532,2532,747,1009
2533,2533,740,720
2534,2534,768,713
2535,2535,925,675
2536,2536,872,566
2537,2537,687,839
2538,2538,576,715
2539,2539,580,457
2540,2540,836,580
2541,2541,532,723
2542,2542,656,535
2543,2543,685,744
2544,2544,701,716
2545,2545,820,780
2546,2546,837,831
2547,2547,482,702
2548,2548,866,869
2549,2549,714,664
2550,2550,656,861
2551,2551,824,900
2552,2552,693,690
2553,2553,760,927
2554,2554,677,786
2555,2555,763,698
2556,2556,743,590
2557,2557,798,745
2558,2558,494,472
2559,2559,804,751
2560,2560,691,668
2561,2561,690,662
2562,2562,578,904
2563,2563,544,609
2564,2564,561,759
2565,2565,427,616
2566,2566,617,685
2567,2567,936,564
2568,2568,544,889
2569,2569,468,616
2570,2570,600,602
2571,2571,460,699
2572,2572,924,746
2573,2573,799,708
2574,2574,825,958
2575,2575,587,497
2576,2576,652,923
2577,2577,701,744
2578,2578,741,778
2579,2579,906,666
2580,2580,597,362
2581,2581,860,645
2582,2582,669,1152
2583,2583,770,607
2584,2584,552,767
2585,2585,929,964
2586,2586,754,842
2587,2587,639,738
2588,2588,861,559
2589,2589,602,600
2590,2590,778,619
2591,2591,414,703
2592,2592,751,706
2593,2593,883,870
2594,2594,970,554
2595,2595,776,798
2596,2596,859,563
2597,2597,528,612
2598,2598,911,1093
2599,2599,729,815
2600,2600,562,774
2601,2601,574,743
2602,2602,589,541
2603,2603,772,726
2604,2604,953,738
2605,2605,518,741
2606,2606,776,429
2607,2607,683,527
2608,2608,695,677
2609,2609,766,694
2610,2610,663,699
2611,2611,485,574
2612,2612,1033,633
2613,2613,817,799
